ID,GROUP NO,DESCRIPTION,FUNC,UNIT,TYPE,SENSOR TYPE,ALARM GROUP,INPUT CH,INHIBIT ID,OUT CH,EAU GROUP,RANGE MIN,RANGE MAX,LOW ALARM,HIGH ALARM,OFFSET,SPAN,ON DELAY,OFFDELAY,CONTROL,ENABLE,ALARM LEVEL,VDR,LOLO (INDICATOR),LOW ,HIGH,HIHI,ALARM PRINTER,LOLO ALARM,HIHI ALARM,ONDELAY2,OFFDELAY2,MEAN ID,INPUT ID
623,ML02B,NO.1 LUB. OIL PRESSURE ENGINE INLET,PI,BAR,4,0,1,1186,0,0,3,0,10,2.8,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
624,MW01B,NO.1 M/E HT C.W. PRESSURE ENGINE INLET,PI,BAR,4,0,3,1187,0,0,3,0,6,1.7,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
626,ML04B,NO.1 G/B CLUTCH OIL PRESSURE,PI,BAR,4,0,1,1189,0,0,3,0,40,17,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
627,MC100,NO.1 M/E INTERNAL COMMUNICATION ERROR,XA,,2,0,6,1800,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
628,MC101,NO.1 M/E SAFETY SYSTEM FAILURE,XA,,2,0,6,1801,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
629,MC102,NO.1 M/E SAFETY SYSTEM POWER FAILURE,XA,,2,0,6,1802,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
630,MC103,NO.1 M/E CONTROL SYSTEM FAILURE,XA,,2,0,6,1803,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
632,MC105,NO.1 M/E EMERGENCY STOP BUTTON CABLE FAILURE,XA,,2,0,6,1805,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
633,MC106,NO.1 M/E EMERGENCY STOP SOL. VALVE FAILURE,XA,,2,0,6,1806,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
635,MC108,NO.1 M/E OIL MIST DETECTOR SYSTEM FAILURE,XA,,2,0,6,1808,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
636,MC109,NO.1 M/E OIL MIST DETECTOR SHUTDOWN CABLE FAILURE,XA,,2,0,6,1809,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
637,MC110,NO.1 M/E REMOTE SHUTDOWN CABLE FAILURE,XA,,2,0,6,1810,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
638,SD01,NO.1 M/E OVERSPEED ENGINE SHD,XA,,2,0,16,1811,0,2405,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
639,SD02,NO.1 M/E LUB. OIL PRESSURE ENGINE INLET LOW SHD,PAL,,2,0,16,1812,0,2404,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
640,SD03,NO.1 M/E HT C.W. PRESSURE ENGINE INLET LOW SHD,PAL,,2,0,16,1813,0,2403,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
641,SD04,NO.1 M/E HT C.W. TEMP. ENGINE OUTLET HIGH SHD,TAH,,2,0,16,1814,0,2402,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
642,MC112,NO.1 M/E EMERGENCY STOP BUTTON ACTIVE(A.S),XA,,2,0,6,1815,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
643,MC113,NO.1 M/E STOP FAILURE(A.S),XA,,2,0,6,1816,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
645,MC115,NO.1 M/E REMOTE SHUTDOWN ACTIVE(A.S),XA,,2,0,6,1818,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
646,ML31,NO.1 LUB. OIL PRESSURE ENGINE INLET LOW(A.S.O),PAL,,2,0,1,1819,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
647,MW32,NO.1 M/E HT CW PRESSURE ENGINE INLET LOW(A.S.O),PAL,,2,0,3,1820,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
648,MW33,NO.1 M/E HT C.W. TEMPERATURE ENGINE OUTLET HIGH(A.S.O),TAH,,2,0,3,1821,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
649,MC116,NO.1 M/E OIL MIST CONCENTRATION TOO HIGH IN CRANKCASE(A.S.O),XA,,2,0,6,1822,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
652,MW34,NO.1 M/E HT C.W. TEMPERATURE AIR COOLER INLET HIGH,TAH,,2,0,3,1825,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
653,MW35,NO.1 M/E HT C.W. TEMPERATUR ENGINE INLET HIGH,TAH,,2,0,3,1826,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
654,MW36,NO.1 M/E LT C.W. TEMPERATURE AIR COOLER INLET HIGH,TAH,,2,0,3,1827,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
655,MC119,NO.1 M/E GEARBOX FILTER ELEMENT 1 - CONTAMINATED,XA,,2,0,6,1229,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
656,MC120,NO.1 M/E GEARBOX FILTER ELEMENT 2 - CONTAMINATED,XA,,2,0,6,1230,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
657,SD13,NO.1 M/E T/C OVERSPEED SD,XA,,2,0,16,1828,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
658,SD14,NO.1 M/E LUB. OIL PRESSURE ENGINE INLET LOW SD,PAL,,2,0,16,1829,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
659,SD15,NO.1 M/E LUB. OIL TEMP. ENGINE INLET HIGH SD,TAH,,2,0,16,1830,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
660,SD16,NO.1 M/E LUB. OIL PRESSURE TC INLET LOW SD,PAL,,2,0,16,1831,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
661,SD17,NO.1 M/E HT C.W. PRESSURE ENGINE INLET LOW SD,PAL,,2,0,16,1832,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
662,SD18,NO.1 M/E HT C.W. TEMP. ENGINE OUTLET HIGH SD,TAH,,2,0,16,1833,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
663,SD19,NO.1 M/E CHARGE AIR TEMP. ENGINE INLET HIGH SD,TAH,,2,0,16,1834,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
664,SD20,NO.1 M/E EXHAUST GAS TEMP. EACH CYLINDER HIGH (COMMON) SD,TAH,,2,0,16,1835,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
665,SD21,NO.1 M/E EXHAUST GAS TEMP. MEAN VALUE DEVIATION HIGH (COMMON) SD,TDAH,,2,0,16,1836,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
666,SD22,NO.1 M/E LUB. OIL DIFF. PRESSURE AUTO FILTER CONTAMINATION HIGH SD,PAH,,2,0,16,1837,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
667,SD23,NO.1 M/E GEARBOX CLUTCH OIL PRESSURE LOW SD,XAL,,2,0,16,1838,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
668,MC123,NO.1 M/E COMMON ALARM,XA,,2,0,6,1839,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
669,MC124,NO.1 M/E COMMON ALARM PULSE,XA,,2,0,6,1840,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
670,MC125,NO.1 M/E COMMON (L.R.R),XA,,2,0,6,1841,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
671,MC126,NO.1 M/E COMMON (L.R.R) OVERRIDED (CANCELLED),XA,,2,0,6,1842,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
672,MC127,NO.1 M/E COMMON AUTO SHUTDOWN,XA,,2,0,6,1843,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
673,MC128,NO.1 M/E COMMON AUTO SHUTDOWN OVERRIDED (CANCELLED),XA,,2,0,6,1844,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
674,PP40,NO.1 LIVE-BIT (STATUS CHANGES AT LEAST EVERY 5 SECONDS),XI,,2,0,15,1265,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
675,ME55,NO.2 M/E EXH. GAS TEMP. CYLINDER 1 MAX. VALUE EXCEEDED,TA,,2,0,4,2318,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
676,ME56,NO.2 M/E EXH. GAS TEMP. CYLINDER 2 MAX. VALUE EXCEEDED,TA,,2,0,4,2319,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
677,ME57,NO.2 M/E EXH. GAS TEMP. CYLINDER 3 MAX. VALUE EXCEEDED,TA,,2,0,4,2320,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
678,ME58,NO.2 M/E EXH. GAS TEMP. CYLINDER 4 MAX. VALUE EXCEEDED,TA,,2,0,4,2321,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
679,ME59,NO.2 M/E EXH. GAS TEMP. CYLINDER 5 MAX. VALUE EXCEEDED,TA,,2,0,4,2322,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
680,ME60,NO.2 M/E EXH. GAS TEMP. CYLINDER 6 MAX. VALUE EXCEEDED,TA,,2,0,4,2323,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
681,ME61,NO.2 M/E EXH. GAS TEMP. TC INLET MAX. VALUE EXCEEDED,TA,,2,0,4,2324,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
682,ME62,NO.2 M/E EXH. GAS TEMP. TC OUTLET MAX. VALUE EXCEEDED,TA,,2,0,4,2325,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
683,ME63,NO.2 M/E EXH. GAS TEMP. CYL. 1 DEVIATION ALARM,TDA,,2,0,4,2326,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
684,ME64,NO.2 M/E EXH. GAS TEMP. CYL. 2 DEVIATION ALARM,TDA,,2,0,4,2327,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
685,ME65,NO.2 M/E EXH. GAS TEMP. CYL. 3 DEVIATION ALARM,TDA,,2,0,4,2328,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
686,ME66,NO.2 M/E EXH. GAS TEMP. CYL. 4 DEVIATION ALARM,TDA,,2,0,4,2329,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
687,ME67,NO.2 M/E EXH. GAS TEMP. CYL. 5 DEVIATION ALARM,TDA,,2,0,4,2330,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
688,ME68,NO.2 M/E EXH. GAS TEMP. CYL. 6 DEVIATION ALARM,TDA,,2,0,4,2331,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
689,SD49,NO.2 M/E EXH. GAS TEMP. CYL. 1 MAX. VALUE EXCEEDED SD,TI,,2,0,16,2332,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
690,SD50,NO.2 M/E EXH. GAS TEMP. CYL. 2 MAX. VALUE EXCEEDED SD,TI,,2,0,16,2333,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
691,SD51,NO.2 M/E EXH. GAS TEMP. CYL. 3 MAX. VALUE EXCEEDED SD,TI,,2,0,16,2334,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
692,SD52,NO.2 M/E EXH. GAS TEMP. CYL. 4 MAX. VALUE EXCEEDED SD,TI,,2,0,16,2335,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
693,SD53,NO.2 M/E EXH. GAS TEMP. CYL. 5 MAX. VALUE EXCEEDED SD,TI,,2,0,16,2336,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
694,SD54,NO.2 M/E EXH. GAS TEMP. CYL. 6 MAX. VALUE EXCEEDED SD,TI,,2,0,16,2337,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
695,SD55,NO.2 M/E EXH. GAS TEMP. TC INLET MAX. VALUE EXCEEDED SD,TI,,2,0,16,2338,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
696,SD56,NO.2 M/E EXH. GAS TEMP. TC OUTLET MAX. VALUE EXCEEDED SD,TI,,2,0,16,2339,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
697,SD57,NO.2 M/E EXH. GAS TEMP. CYL. 1 MEAN VALUE DEVIATION SD,TI,,2,0,16,2340,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
698,SD58,NO.2 M/E EXH. GAS TEMP. CYL. 2 MEAN VALUE DEVIATION SD,TI,,2,0,16,2341,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
699,SD59,NO.2 M/E EXH. GAS TEMP. CYL. 3 MEAN VALUE DEVIATION SD,TI,,2,0,16,2342,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
700,SD60,NO.2 M/E EXH. GAS TEMP. CYL. 4 MEAN VALUE DEVIATION SD,TI,,2,0,16,2343,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
701,SD61,NO.2 M/E EXH. GAS TEMP. CYL. 5 MEAN VALUE DEVIATION SD,TI,,2,0,16,2344,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
702,SD62,NO.2 M/E EXH. GAS TEMP. CYL. 6 MEAN VALUE DEVIATION SD,TI,,2,0,16,2345,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
703,ML16B,NO.2 LUB. OIL PRESSURE ENGINE INLET,PI,BAR,4,0,1,2386,0,0,3,0,10,2.8,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
704,MW14B,NO.2 M/E HT C.W. PRESSURE ENGINE INLET,PI,BAR,4,0,3,2387,0,0,3,0,6,1.7,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
706,ML18B,NO.2 G/B CLUTCH OIL PRESSURE,PI,BAR,4,0,6,2389,0,0,3,0,40,17,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
707,MC130,NO.2 M/E INTERNAL COMMUNICATION ERROR,XA,,2,0,6,2850,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
708,MC131,NO.2 M/E SAFETY SYSTEM FAILURE,XA,,2,0,6,2851,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
709,MC132,NO.2 M/E SAFETY SYSTEM POWER FAILURE,XA,,2,0,6,2852,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
710,MC133,NO.2 M/E CONTROL SYSTEM FAILURE,XA,,2,0,6,2853,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
712,MC135,NO.2 M/E EMERGENCY STOP BUTTON CABLE FAILURE,XA,,2,0,6,2855,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
713,MC136,NO.2 M/E EMERGENCY STOP SOL. VALVE FAILURE,XA,,2,0,6,2856,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
715,MC138,NO.2 M/E OIL MIST DETECTOR SYSTEM FAILURE,XA,,2,0,6,2858,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
716,MC139,NO.2 M/E OIL MIST DETECTOR SHUTDOWN CABLE FAILURE,XA,,2,0,6,2859,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
717,MC140,NO.2 M/E REMOTE SHUTDOWN CABLE FAILURE,XA,,2,0,6,2860,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
718,SD07,NO.2 M/E OVERSPEED ENGINE SHD,XA,,2,0,16,2861,0,2412,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
719,SD08,NO.2 M/E LUB. OIL PRESSURE ENGINE INLET LOW SHD,PAL,,2,0,16,2862,0,2411,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
720,SD09,NO.2 M/E HT C.W. PRESSURE ENGINE INLET LOW SHD,PAL,,2,0,16,2863,0,2410,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
721,SD10,NO.2 M/E HT C.W. TEMP. ENGINE OUTLET HIGH SHD,TAH,,2,0,16,2864,0,2409,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
722,MC142,NO.2 M/E EMERGENCY STOP BUTTON ACTIVE,XA,,2,0,6,2865,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
723,MC143,NO.2 M/E STOP FAILURE,XA,,2,0,6,2866,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
725,MC145,NO.2 M/E REMOTE SHUTDOWN ACTIVE,XA,,2,0,6,2868,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
726,ML38,NO.2 M/E L.O. PRESSURE ENGINE INLET LOW,PAL,,2,0,1,2869,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
727,MW42,NO.2 M/E HT CW PRESSURE ENGINE INLET LOW,PAL,,2,0,3,2870,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
728,MW43,NO.2 M/E HT C.W. TEMPERATURE ENGINE OUTLET HIGH,TAH,,2,0,3,2871,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
729,MC146,NO.2 M/E OIL MIST CONCENTRATION TOO HIGH IN CRANKCASE,XA,,2,0,6,2872,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
732,MW44,NO.2 M/E HT C.W. TEMPERATURE AIR COOLER INLET HIGH,TAH,,2,0,3,2875,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
733,MW45,NO.2 M/E HT C.W. TEMPERATUR ENGINE INLET HIGH,TAH,,2,0,3,2876,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
734,MW46,NO.2 M/E LT C.W. TEMPERATURE AIR COOLER INLET HIGH,TAH,,2,0,3,2877,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
735,MC149,NO.2 M/E GEARBOX FILTER ELEMENT 1 - CONTAMINATED,XA,,2,0,6,2429,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
736,MC150,NO.2 M/E GEARBOX FILTER ELEMENT 2 - CONTAMINATED,XA,,2,0,6,2430,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
737,SD24,NO.2 M/E T/C OVERSPEED SD,XA,,2,0,16,2878,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
738,SD25,NO.2 M/E LUB. OIL PRESSURE ENGINE INLET LOW SD,PAL,,2,0,16,2879,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
739,SD26,NO.2 M/E LUB. OIL TEMP. ENGINE INLET HIGH SD,TAH,,2,0,16,2880,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
740,SD27,NO.2 M/E LUB. OIL PRESSURE TC INLET LOW SD,PAL,,2,0,16,2881,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
741,SD28,NO.2 M/E HT C.W. PRESSURE ENGINE INLET LOW SD,PAL,,2,0,16,2882,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
742,SD29,NO.2 M/E HT C.W. TEMP. ENGINE OUTLET HIGH SD,TAH,,2,0,16,2883,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
743,SD30,NO.2 M/E CHARGE AIR TEMP. ENGINE INLET HIGH SD,TAH,,2,0,16,2884,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
744,SD31,NO.2 M/E EXHAUST GAS TEMP. EACH CYLINDER HIGH (COMMON) SD,TAH,,2,0,16,2885,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
745,SD32,NO.2 M/E EXHAUST GAS TEMP. MEAN VALUE DEVIATION HIGH (COMMON) SD,TDAH,,2,0,16,2886,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
746,SD33,NO.2 M/E LUB. OIL DIFF. PRESSURE AUTO FILTER CONTAMINATION HIGH SD,PAH,,2,0,16,2887,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
747,SD34,NO.2 M/E GEARBOX CLUTCH OIL PRESSURE LOW SD,XAL,,2,0,16,2888,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
748,MC153,NO.2 M/E COMMON ALARM,XA,,2,0,6,2889,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
749,MC154,NO.2 M/E COMMON ALARM PULSE,XA,,2,0,6,2890,0,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
750,MC155,NO.2 M/E COMMON (L.R.R),XA,,2,0,6,2891,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
751,MC156,NO.2 M/E COMMON (L.R.R) OVERRIDED (CANCELLED),XA,,2,0,6,2892,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
752,MC157,NO.2 M/E COMMON AUTO SHUTDOWN,XA,,2,0,6,2893,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
753,MC158,NO.2 M/E COMMON AUTO SHUTDOWN OVERRIDED (CANCELLED),XA,,2,0,6,2894,0,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
754,PP50,NO.2 LIVE-BIT (STATUS CHANGES AT LEAST EVERY 5 SECONDS),XI,,2,0,15,2461,0,0,5,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
755,ML43,NO.1 G/B L.O PRESS(A465),PI,BAR,3,26,1,370,0,0,2,0,4,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
756,ML44,NO.2 G/B L.O PRESS(A465),PI,BAR,3,26,1,371,0,0,2,0,4,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
757,ML45,NO.1 G/B L.O PRESS TOO LOW,TLA,,1,0,1,1907,0,0,2,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
758,ML46,NO.2 G/B L.O PRESS TOO LOW,TLA,,1,0,1,1908,0,0,2,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
759,SD06,NO.1 M/E G/B L.O PRESSURE LOW SHD,XA,,2,0,16,1845,0,2406,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
760,SD12,NO.2 M/E G/B L.O PRESSURE LOW SHD,XA,,2,0,16,2895,0,2413,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
763,MC18,NO.1 M/E TELEGRAPH POWER FAILURE,XA,,1,0,1,406,0,0,2,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
768,MC19,NO.2 M/E TELEGRAPH POWER FAILURE,XA,,1,0,1,411,0,0,2,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
