ID,GROUP NO,DESCRIPTION,FUNC,UNIT,TYPE,SENSOR TYPE,ALARM GROUP,INPUT CH,INHIBIT ID,OUT CH,EAU GROUP,RANGE MIN,RANGE MAX,LOW ALARM,HIGH ALARM,OFFSET,SPAN,ON DELAY,OFFDELAY,CONTROL,ENABLE,ALARM LEVEL,VDR,LOLO (INDICATOR),LOW ,HIGH,HIHI,ALARM PRINTER,LOLO ALARM,HIHI ALARM,ONDELAY2,OFFDELAY2,MEAN ID,INPUT ID
145,MC26,NO.2 CPP BATTERY POWER FAIL.,XA,,1,0,6,504,0,0,2,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
146,MC27,NO.2 CPP CTRL. FAIL.,XA,,1,0,6,505,0,0,2,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
147,MC28,NO.2 CPP SIGNAL CONVERTER FAULT,XA,,1,0,6,506,0,0,2,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
148,MC29,NO.2 CPP LOW PRESSURE,XA,,1,0,6,507,0,0,2,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
149,MC30,NO.2 CPP FILTER CLOGGED,XA,,1,0,6,508,0,0,2,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
150,MC31,NO.2 CPP OIL LEVEL LOW,XA,,1,0,6,509,0,0,2,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
151,MC32,NO.2 CPP OIL TEMPERATURE HIGH,XA,,1,0,6,510,0,0,2,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
152,MC33,NO.1 CPP PITCH,XI,%,3,26,6,310,0,0,3,-100,100,0,50,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
153,MC34,NO.1 CPP SPEED,XI,RPM,3,26,6,311,0,0,3,0,350,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
155,MC36,NO.2 CPP PITCH,XI,%,3,26,6,313,0,0,3,-100,100,0,50,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
156,MC37,NO.2 CPP SPEED,XI,RPM,3,26,6,314,0,0,3,0,350,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
157,MC39,NO.1 CPP ME5 OIL PRESSURE,PI,BAR,3,26,6,320,0,0,2,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,,,,,,,
158,MC40,NO.2 CPP ME5 OIL PRESSURE,PI,BAR,3,26,6,321,0,0,2,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,,,,,,,
160,ML47,NO.1 G/B OIL TEMPERATURE HIGH,TI,━C,4,0,1,1191,175,0,3,0,120,0,65,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
161,MC42,NO.1 M/E SPEED 1,SI,RPM,4,0,6,1198,175,0,3,0,1000,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
162,MC43,NO.1 M/E SPEED 2,SI,RPM,4,0,6,1199,175,0,3,0,1000,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
163,MC44,NO.1 M/E TURBO CHARGER SPEED,SI,RPM,4,0,6,1200,175,0,2,0,700000,0,0,0,0,0,0,259,1,0,0,0,0,0,0,1,0,0,0,0,0,0
164,MC45,NO.1 M/E FUEL INDEX(ACTUAL LOAD),FI,%,4,0,6,1201,175,0,2,0,120,0,105,0,0,0,0,259,1,0,0,0,0,0,0,1,0,0,0,0,0,0
165,MC46,NO.1 M/E WORKING HOURS,FI,h,4,0,6,1206,175,0,3,0,4294967295,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
166,MC47,NO.1 M/E OVERSPEED,XA,,2,0,6,1221,175,2405,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
167,MC48,NO.1 M/E T/C OVERSPEED,XA,,2,0,6,1222,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
168,MC49,NO.1 M/E RUNNING ERROR,XA,,2,0,6,1227,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
169,MC50,NO.1 M/E START FAIL.,XA,,2,0,6,1228,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
170,ML63,NO.1 M/E G/B CLUTCH OIL PRESS. LOW,XA,,2,0,6,1231,175,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
171,ML47,NO.1 G/B OIL TEMPERATURE HIGH,XA,,2,0,1,1232,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
172,ML64,NO.1 M/E G/B L.O. TANK LV LOW,XA,,2,0,6,1233,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
173,MC54,NO.1 M/E DEVI. B.S. OF ENGINE SPEED,XA,,2,0,6,1234,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
174,MC55,NO.1 M/E JET ASSIST FAIL.,XA,,2,0,6,1238,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
175,MC56,NO.1 M/E STOPPED,XI,,2,0,6,1240,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
176,MC57,NO.1 M/E STOPPING,XI,,2,0,6,1241,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
177,MC58,NO.1 M/E RUNNING,XI,,2,0,6,1242,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
178,MC59,NO.1 M/E STARTING,XI,,2,0,6,1243,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
179,MC60,NO.1 M/E READY TO START,XI,,2,0,6,1244,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
180,MC61,NO.1 M/E TURNING GEAR ENGAGED,XI,,2,0,6,1245,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
181,MC62,NO.1 M/E CLUTCH ENGAGED,XI,,2,0,6,1246,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
182,MC63,NO.1 M/E REMOTE CTRL. ACTIVE,XI,,2,0,6,1247,175,2302,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
183,MC64,NO.1 M/E M.D.O. USED,XI,,2,0,6,1248,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
184,MC65,NO.1 M/E H.F.O. USED,XI,,2,0,6,1249,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
185,MC66,NO.1 M/E JET ASSIST ON,XI,,2,0,6,1250,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
186,MC67,NO.1 M/E SLOW TURN REQ.,XI,,2,0,6,1251,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
187,MC68,NO.1 M/E PRE-LUBRICATION IS ACTIVE,XI,,2,0,6,1252,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
188,MC69,NO.1 M/E POST-LUBRICATION IS ACTIVE,XI,,2,0,6,1253,175,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
189,ML49,NO.2 G/B OIL TEMPERATURE,TI,━C,4,0,1,2391,205,0,3,0,120,0,65,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
190,MC71,NO.2 M/E SPEED 1,SI,RPM,4,0,6,2398,205,0,3,0,1000,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
191,MC72,NO.2 M/E SPEED 2,SI,RPM,4,0,6,2399,205,0,3,0,1000,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
192,MC73,NO.2 M/E TURBO CHARGER SPEED,SI,RPM,4,0,6,2400,205,0,2,0,70000,0,0,0,0,0,0,259,1,0,0,0,0,0,0,1,0,0,0,0,0,0
193,MC74,NO.2 M/E FUEL INDEX(ACTUAL LOAD),FI,%,4,0,6,2401,205,0,2,0,120,0,105,0,0,0,0,259,1,0,0,0,0,0,0,1,0,0,0,0,0,0
194,MC75,NO.2 M/E WORKING HOURS,FI,h,4,0,6,2406,205,0,3,0,4294967295,0,0,0,0,0,0,257,1,0,0,0,0,0,0,1,0,0,0,0,0,0
195,MC76,NO.2 M/E OVERSPEED,XA,,2,0,6,2421,205,2412,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
196,MC77,NO.2 M/E T/C OVERSPEED,XA,,2,0,6,2422,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
197,ML28,NO.2 M/E O.M.C. IN CRANKCASE HIGH,XA,,2,0,1,2423,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
198,MC78,NO.2 M/E RUNNING ERROR,XA,,2,0,6,2427,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
199,MC79,NO.2 M/E START FAIL.,XA,,2,0,6,2428,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
200,ML67,NO.2 M/E G/B CLUTCH OIL PRESS. LOW,XA,,2,0,6,2431,205,0,1,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
201,ML50,NO.2 G/B OIL TEMPERATURE HIGH,XA,,2,0,1,2432,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
202,ML68,NO.2 M/E G/B L.O. TANK LV LOW,XA,,2,0,6,2433,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
203,MC83,NO.2 M/E DEVI. B.S. OF ENGINE SPEED,XA,,2,0,6,2434,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
204,MC84,NO.2 M/E JET ASSIST FAIL.,XA,,2,0,6,2438,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
205,MC85,NO.2 M/E STOPPED,XI,,2,0,6,2440,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
206,MC86,NO.2 M/E STOPPING,XI,,2,0,6,2441,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
207,MC87,NO.2 M/E RUNNING,XI,,2,0,6,2442,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
208,MC88,NO.2 M/E STARTING,XI,,2,0,6,2443,205,0,3,0,0,0,0,0,0,0,0,259,1,1,0,0,0,0,0,1,0,0,0,0,0,0
